Vardas         Pavarde        Galutinis vid. 
Vardas4995     Pavarde4995     3.68
Vardas4997     Pavarde4997     3.84
Vardas5005     Pavarde5005     3.68
Vardas5011     Pavarde5011      2.2
Vardas5012     Pavarde5012     4.88
Vardas5013     Pavarde5013      4.6
Vardas5014     Pavarde5014     4.36
Vardas5016     Pavarde5016     3.12
Vardas5019     Pavarde5019     2.36
Vardas5020     Pavarde5020     2.96
Vardas5022     Pavarde5022     4.84
Vardas5024     Pavarde5024     2.52
Vardas5026     Pavarde5026     3.32
Vardas5027     Pavarde5027     3.36
Vardas5034     Pavarde5034     2.72
Vardas5035     Pavarde5035     2.04
Vardas5039     Pavarde5039     4.12
Vardas5040     Pavarde5040     4.68
Vardas5042     Pavarde5042     4.76
Vardas5044     Pavarde5044     4.16
Vardas5047     Pavarde5047     2.52
Vardas5049     Pavarde5049      3.4
Vardas5051     Pavarde5051     3.72
Vardas5052     Pavarde5052        4
Vardas5053     Pavarde5053     3.68
Vardas5056     Pavarde5056     4.96
Vardas5058     Pavarde5058      4.6
Vardas5064     Pavarde5064     4.64
Vardas5068     Pavarde5068     4.76
Vardas5069     Pavarde5069     2.92
Vardas5072     Pavarde5072     4.68
Vardas5074     Pavarde5074     4.76
Vardas5078     Pavarde5078     2.64
Vardas5084     Pavarde5084      3.8
Vardas5086     Pavarde5086     2.84
Vardas5088     Pavarde5088     4.76
Vardas5089     Pavarde5089     4.68
Vardas5090     Pavarde5090     4.28
Vardas5097     Pavarde5097     4.88
Vardas5101     Pavarde5101      2.2
Vardas5102     Pavarde5102     4.56
Vardas5103     Pavarde5103     2.04
Vardas5108     Pavarde5108     2.64
Vardas5110     Pavarde5110     2.96
Vardas5112     Pavarde5112      3.8
Vardas5121     Pavarde5121     3.44
Vardas5122     Pavarde5122     4.44
Vardas5126     Pavarde5126     3.28
Vardas5127     Pavarde5127     4.04
Vardas5131     Pavarde5131     3.84
Vardas5132     Pavarde5132     3.44
Vardas5137     Pavarde5137     2.44
Vardas5139     Pavarde5139     3.88
Vardas5144     Pavarde5144      2.8
Vardas5146     Pavarde5146     4.52
Vardas5147     Pavarde5147     4.68
Vardas5150     Pavarde5150     3.92
Vardas5151     Pavarde5151     3.96
Vardas5152     Pavarde5152     4.32
Vardas5153     Pavarde5153     3.32
Vardas5154     Pavarde5154      2.4
Vardas5155     Pavarde5155     2.96
Vardas5157     Pavarde5157     4.68
Vardas5167     Pavarde5167      4.2
Vardas5168     Pavarde5168     2.84
Vardas5172     Pavarde5172        4
Vardas5173     Pavarde5173     4.24
Vardas5175     Pavarde5175     2.96
Vardas5176     Pavarde5176     4.48
Vardas5179     Pavarde5179     2.84
Vardas5182     Pavarde5182     2.92
Vardas5187     Pavarde5187     3.28
Vardas5189     Pavarde5189     4.56
Vardas5190     Pavarde5190     4.48
Vardas5192     Pavarde5192     2.72
Vardas5193     Pavarde5193      2.6
Vardas5195     Pavarde5195     3.48
Vardas5197     Pavarde5197     2.52
Vardas5200     Pavarde5200     2.88
Vardas5203     Pavarde5203     4.36
Vardas5205     Pavarde5205     2.92
Vardas5212     Pavarde5212     4.44
Vardas5213     Pavarde5213     3.88
Vardas5214     Pavarde5214        3
Vardas5215     Pavarde5215     3.92
Vardas5216     Pavarde5216      4.4
Vardas5217     Pavarde5217     4.44
Vardas5218     Pavarde5218     2.96
Vardas5219     Pavarde5219     4.52
Vardas5220     Pavarde5220      4.6
Vardas5221     Pavarde5221     3.64
Vardas5224     Pavarde5224     3.44
Vardas5225     Pavarde5225     3.16
Vardas5228     Pavarde5228     4.96
Vardas5229     Pavarde5229     4.96
Vardas5231     Pavarde5231     3.48
Vardas5233     Pavarde5233     2.92
Vardas5235     Pavarde5235     2.84
Vardas5236     Pavarde5236     3.32
Vardas5241     Pavarde5241     4.92
Vardas5244     Pavarde5244     4.84
Vardas5245     Pavarde5245     4.52
Vardas5247     Pavarde5247     4.68
Vardas5248     Pavarde5248     3.88
Vardas5251     Pavarde5251     4.32
Vardas5252     Pavarde5252     2.92
Vardas5253     Pavarde5253     3.64
Vardas5256     Pavarde5256     1.88
Vardas5257     Pavarde5257     4.48
Vardas5258     Pavarde5258     2.84
Vardas5260     Pavarde5260     3.92
Vardas5261     Pavarde5261     3.96
Vardas5262     Pavarde5262     3.32
Vardas5263     Pavarde5263     2.68
Vardas5265     Pavarde5265     4.88
Vardas5268     Pavarde5268      2.6
Vardas5270     Pavarde5270     4.88
Vardas5271     Pavarde5271     3.72
Vardas5273     Pavarde5273     3.44
Vardas5274     Pavarde5274     2.44
Vardas5275     Pavarde5275     3.96
Vardas5276     Pavarde5276     3.32
Vardas5282     Pavarde5282     3.88
Vardas5286     Pavarde5286     4.92
Vardas5287     Pavarde5287        3
Vardas5288     Pavarde5288     3.76
Vardas5291     Pavarde5291     4.44
Vardas5292     Pavarde5292     3.08
Vardas5296     Pavarde5296      2.2
Vardas5298     Pavarde5298      3.6
Vardas5304     Pavarde5304     4.84
Vardas5305     Pavarde5305     4.48
Vardas5307     Pavarde5307     4.16
Vardas5309     Pavarde5309     4.52
Vardas5311     Pavarde5311     3.08
Vardas5313     Pavarde5313     2.68
Vardas5314     Pavarde5314     3.16
Vardas5316     Pavarde5316      4.4
Vardas5319     Pavarde5319     1.96
Vardas5321     Pavarde5321     3.96
Vardas5322     Pavarde5322     4.12
Vardas5328     Pavarde5328     2.76
Vardas5330     Pavarde5330      2.8
Vardas5332     Pavarde5332        3
Vardas5334     Pavarde5334     2.76
Vardas5337     Pavarde5337      2.8
Vardas5338     Pavarde5338     3.36
Vardas5339     Pavarde5339      4.2
Vardas5342     Pavarde5342     3.92
Vardas5346     Pavarde5346     2.76
Vardas5347     Pavarde5347      3.2
Vardas5352     Pavarde5352        4
Vardas5353     Pavarde5353     4.24
Vardas5354     Pavarde5354     3.24
Vardas5358     Pavarde5358     4.12
Vardas5364     Pavarde5364     3.72
Vardas5367     Pavarde5367     4.64
Vardas5368     Pavarde5368     3.32
Vardas5370     Pavarde5370     2.84
Vardas5371     Pavarde5371     3.84
Vardas5375     Pavarde5375     3.64
Vardas5379     Pavarde5379     3.92
Vardas5380     Pavarde5380     4.48
Vardas5381     Pavarde5381     4.88
Vardas5383     Pavarde5383     3.28
Vardas5389     Pavarde5389     4.28
Vardas5392     Pavarde5392     4.84
Vardas5398     Pavarde5398     3.08
Vardas5401     Pavarde5401     4.96
Vardas5403     Pavarde5403     3.48
Vardas5408     Pavarde5408     3.84
Vardas5409     Pavarde5409     4.52
Vardas5411     Pavarde5411     3.52
Vardas5412     Pavarde5412     3.92
Vardas5417     Pavarde5417     4.96
Vardas5418     Pavarde5418     3.56
Vardas5419     Pavarde5419     2.48
Vardas5420     Pavarde5420     4.16
Vardas5421     Pavarde5421     4.28
Vardas5423     Pavarde5423     3.84
Vardas5427     Pavarde5427      4.8
Vardas5429     Pavarde5429     4.64
Vardas5435     Pavarde5435     3.48
Vardas5441     Pavarde5441     3.76
Vardas5443     Pavarde5443     4.36
Vardas5444     Pavarde5444      4.6
Vardas5445     Pavarde5445     4.52
Vardas5446     Pavarde5446      4.4
Vardas5448     Pavarde5448     2.84
Vardas5449     Pavarde5449     2.68
Vardas5451     Pavarde5451     4.84
Vardas5454     Pavarde5454        3
Vardas5455     Pavarde5455        4
Vardas5456     Pavarde5456     2.44
Vardas5459     Pavarde5459     4.16
Vardas5464     Pavarde5464     4.56
Vardas5465     Pavarde5465      2.8
Vardas5470     Pavarde5470     2.56
Vardas5476     Pavarde5476     4.36
Vardas5478     Pavarde5478      2.6
Vardas5479     Pavarde5479     3.96
Vardas5482     Pavarde5482     4.04
Vardas5484     Pavarde5484     2.64
Vardas5485     Pavarde5485     4.84
Vardas5487     Pavarde5487     4.52
Vardas5492     Pavarde5492      3.6
Vardas5493     Pavarde5493     3.64
Vardas5495     Pavarde5495     4.12
Vardas5496     Pavarde5496     4.24
Vardas5502     Pavarde5502     4.24
Vardas5503     Pavarde5503     4.24
Vardas5506     Pavarde5506        3
Vardas5508     Pavarde5508     3.08
Vardas5509     Pavarde5509     4.48
Vardas5512     Pavarde5512     4.72
Vardas5513     Pavarde5513     3.44
Vardas5516     Pavarde5516     3.84
Vardas5517     Pavarde5517     4.36
Vardas5519     Pavarde5519     4.84
Vardas5522     Pavarde5522     4.52
Vardas5523     Pavarde5523     3.16
Vardas5524     Pavarde5524     4.16
Vardas5527     Pavarde5527      4.8
Vardas5528     Pavarde5528      3.6
Vardas5529     Pavarde5529     3.56
Vardas5531     Pavarde5531      2.2
Vardas5540     Pavarde5540     2.68
Vardas5542     Pavarde5542     2.68
Vardas5548     Pavarde5548     2.84
Vardas5549     Pavarde5549      4.4
Vardas5552     Pavarde5552     4.96
Vardas5553     Pavarde5553     2.76
Vardas5555     Pavarde5555     3.64
Vardas5557     Pavarde5557     3.56
Vardas5558     Pavarde5558      4.2
Vardas5561     Pavarde5561     4.36
Vardas5562     Pavarde5562     3.72
Vardas5563     Pavarde5563     4.24
Vardas5565     Pavarde5565      4.2
Vardas5568     Pavarde5568     4.12
Vardas5569     Pavarde5569     2.28
Vardas5572     Pavarde5572     4.32
Vardas5574     Pavarde5574     3.52
Vardas5577     Pavarde5577     4.76
Vardas5578     Pavarde5578      3.6
Vardas5584     Pavarde5584     3.76
Vardas5586     Pavarde5586     2.56
Vardas5591     Pavarde5591     3.48
Vardas5592     Pavarde5592     3.52
Vardas5595     Pavarde5595     3.92
Vardas5597     Pavarde5597     3.48
Vardas5604     Pavarde5604     4.52
Vardas5607     Pavarde5607     3.08
Vardas5608     Pavarde5608     3.48
Vardas5613     Pavarde5613      4.4
Vardas5614     Pavarde5614      2.6
Vardas5615     Pavarde5615      2.2
Vardas5619     Pavarde5619     3.04
Vardas5624     Pavarde5624     3.64
Vardas5625     Pavarde5625      2.6
Vardas5628     Pavarde5628     2.88
Vardas5629     Pavarde5629      3.6
Vardas5633     Pavarde5633     3.72
Vardas5634     Pavarde5634     3.08
Vardas5636     Pavarde5636      3.8
Vardas5639     Pavarde5639     4.16
Vardas5640     Pavarde5640     3.28
Vardas5642     Pavarde5642     3.48
Vardas5643     Pavarde5643     4.88
Vardas5644     Pavarde5644     3.36
Vardas5647     Pavarde5647     3.52
Vardas5651     Pavarde5651     3.28
Vardas5652     Pavarde5652      2.6
Vardas5655     Pavarde5655      4.8
Vardas5660     Pavarde5660     2.52
Vardas5661     Pavarde5661     4.68
Vardas5662     Pavarde5662      2.2
Vardas5663     Pavarde5663      2.6
Vardas5665     Pavarde5665      2.6
Vardas5666     Pavarde5666     4.68
Vardas5668     Pavarde5668     4.52
Vardas5670     Pavarde5670     4.48
Vardas5671     Pavarde5671     3.48
Vardas5673     Pavarde5673      4.4
Vardas5674     Pavarde5674     2.52
Vardas5677     Pavarde5677     3.64
Vardas5680     Pavarde5680     4.16
Vardas5681     Pavarde5681     4.04
Vardas5683     Pavarde5683     4.68
Vardas5686     Pavarde5686     2.36
Vardas5691     Pavarde5691     2.68
Vardas5694     Pavarde5694     3.72
Vardas5695     Pavarde5695     2.76
Vardas5704     Pavarde5704     3.84
Vardas5705     Pavarde5705     4.04
Vardas5706     Pavarde5706     2.52
Vardas5709     Pavarde5709     3.76
Vardas5710     Pavarde5710     4.92
Vardas5711     Pavarde5711     2.48
Vardas5712     Pavarde5712     4.44
Vardas5714     Pavarde5714     4.64
Vardas5718     Pavarde5718     4.88
Vardas5719     Pavarde5719     3.12
Vardas5725     Pavarde5725     2.76
Vardas5726     Pavarde5726        3
Vardas5727     Pavarde5727      4.4
Vardas5728     Pavarde5728      2.6
Vardas5730     Pavarde5730     4.28
Vardas5732     Pavarde5732     3.24
Vardas5735     Pavarde5735     3.76
Vardas5736     Pavarde5736     2.72
Vardas5740     Pavarde5740     3.16
Vardas5742     Pavarde5742     3.04
Vardas5743     Pavarde5743     4.92
Vardas5745     Pavarde5745        4
Vardas5749     Pavarde5749     3.56
Vardas5753     Pavarde5753     3.96
Vardas5754     Pavarde5754     4.36
Vardas5755     Pavarde5755      3.8
Vardas5757     Pavarde5757     3.88
Vardas5759     Pavarde5759     3.64
Vardas5761     Pavarde5761     4.48
Vardas5767     Pavarde5767     3.96
Vardas5776     Pavarde5776     3.96
Vardas5777     Pavarde5777     4.68
Vardas5780     Pavarde5780     3.88
Vardas5781     Pavarde5781     3.36
Vardas5784     Pavarde5784     3.12
Vardas5785     Pavarde5785     2.88
Vardas5787     Pavarde5787     2.44
Vardas5788     Pavarde5788     2.72
Vardas5796     Pavarde5796     4.68
Vardas5797     Pavarde5797     4.64
Vardas5799     Pavarde5799     4.88
Vardas5800     Pavarde5800      4.8
Vardas5806     Pavarde5806     3.84
Vardas5809     Pavarde5809     2.76
Vardas5810     Pavarde5810     4.12
Vardas5812     Pavarde5812     3.92
Vardas5819     Pavarde5819     4.16
Vardas5821     Pavarde5821     3.48
Vardas5823     Pavarde5823      4.2
Vardas5824     Pavarde5824      3.6
Vardas5825     Pavarde5825     4.96
Vardas5826     Pavarde5826     4.36
Vardas5835     Pavarde5835     3.96
Vardas5842     Pavarde5842     4.36
Vardas5843     Pavarde5843     4.48
Vardas5844     Pavarde5844     4.68
Vardas5845     Pavarde5845     4.28
Vardas5846     Pavarde5846     3.24
Vardas5847     Pavarde5847     3.92
Vardas5848     Pavarde5848     3.68
Vardas5850     Pavarde5850     4.08
Vardas5851     Pavarde5851      3.2
Vardas5852     Pavarde5852     4.76
Vardas5858     Pavarde5858     3.28
Vardas5859     Pavarde5859     3.04
Vardas5862     Pavarde5862     3.72
Vardas5864     Pavarde5864      4.4
Vardas5868     Pavarde5868     4.24
Vardas5871     Pavarde5871        3
Vardas5874     Pavarde5874     3.28
Vardas5875     Pavarde5875     3.56
Vardas5876     Pavarde5876     3.32
Vardas5877     Pavarde5877     2.92
Vardas5878     Pavarde5878     4.28
Vardas5879     Pavarde5879     4.28
Vardas5882     Pavarde5882     3.92
Vardas5884     Pavarde5884     3.24
Vardas5889     Pavarde5889     4.32
Vardas5891     Pavarde5891        4
Vardas5893     Pavarde5893     3.88
Vardas5895     Pavarde5895     2.52
Vardas5896     Pavarde5896     3.96
Vardas5897     Pavarde5897     3.08
Vardas5898     Pavarde5898     4.92
Vardas5900     Pavarde5900     2.84
Vardas5901     Pavarde5901     4.48
Vardas5904     Pavarde5904     4.96
Vardas5905     Pavarde5905     3.68
Vardas5906     Pavarde5906     2.84
Vardas5910     Pavarde5910     2.64
Vardas5915     Pavarde5915     4.88
Vardas5917     Pavarde5917     2.36
Vardas5920     Pavarde5920     3.48
Vardas5922     Pavarde5922     3.48
Vardas5925     Pavarde5925        3
Vardas5926     Pavarde5926     4.56
Vardas5927     Pavarde5927      4.6
Vardas5928     Pavarde5928     3.68
Vardas5932     Pavarde5932     2.68
Vardas5935     Pavarde5935     3.52
Vardas5936     Pavarde5936     2.76
Vardas5938     Pavarde5938     2.88
Vardas5942     Pavarde5942      4.6
Vardas5943     Pavarde5943     4.88
Vardas5944     Pavarde5944     3.52
Vardas5949     Pavarde5949     2.52
Vardas5953     Pavarde5953     2.76
Vardas5955     Pavarde5955     2.52
Vardas5957     Pavarde5957     2.52
Vardas5962     Pavarde5962     2.32
Vardas5963     Pavarde5963     2.28
Vardas5964     Pavarde5964     4.88
Vardas5966     Pavarde5966     2.68
Vardas5967     Pavarde5967      3.2
Vardas5968     Pavarde5968     3.76
Vardas5971     Pavarde5971     3.72
Vardas5972     Pavarde5972     4.88
Vardas5973     Pavarde5973     4.56
Vardas5975     Pavarde5975      2.8
Vardas5977     Pavarde5977     4.48
Vardas5978     Pavarde5978     3.56
Vardas5983     Pavarde5983     2.92
Vardas5985     Pavarde5985     4.56
Vardas5986     Pavarde5986     3.48
Vardas5987     Pavarde5987     4.04
Vardas5991     Pavarde5991      3.6
Vardas5992     Pavarde5992     2.12
Vardas5993     Pavarde5993     3.72
Vardas6000     Pavarde6000     4.76
Vardas6002     Pavarde6002     3.04
Vardas6003     Pavarde6003     4.24
Vardas6005     Pavarde6005     4.92
Vardas6006     Pavarde6006      3.8
Vardas6009     Pavarde6009      3.6
Vardas6010     Pavarde6010      3.4
Vardas6011     Pavarde6011     3.44
Vardas6016     Pavarde6016     3.92
Vardas6017     Pavarde6017     3.08
Vardas6019     Pavarde6019     2.68
Vardas6022     Pavarde6022     4.36
Vardas6023     Pavarde6023     3.88
Vardas6024     Pavarde6024     3.68
Vardas6025     Pavarde6025     4.68
Vardas6026     Pavarde6026      1.8
Vardas6028     Pavarde6028      4.2
Vardas6034     Pavarde6034      3.4
Vardas6035     Pavarde6035        4
Vardas6036     Pavarde6036     2.76
Vardas6038     Pavarde6038     3.56
Vardas6047     Pavarde6047     3.24
Vardas6048     Pavarde6048     3.56
Vardas6049     Pavarde6049     4.96
Vardas6050     Pavarde6050     4.72
Vardas6053     Pavarde6053      3.8
Vardas6055     Pavarde6055     3.88
Vardas6059     Pavarde6059     2.44
Vardas6061     Pavarde6061        3
Vardas6064     Pavarde6064      4.2
Vardas6073     Pavarde6073     2.92
Vardas6074     Pavarde6074     3.12
Vardas6075     Pavarde6075     4.04
Vardas6079     Pavarde6079     4.64
Vardas6084     Pavarde6084     3.16
Vardas6090     Pavarde6090        3
Vardas6096     Pavarde6096     4.44
Vardas6097     Pavarde6097     3.92
Vardas6100     Pavarde6100     4.32
Vardas6104     Pavarde6104     4.88
Vardas6106     Pavarde6106     4.92
Vardas6107     Pavarde6107     3.04
Vardas6110     Pavarde6110     2.72
Vardas6111     Pavarde6111      3.4
Vardas6114     Pavarde6114     4.56
Vardas6116     Pavarde6116      4.8
Vardas6118     Pavarde6118     4.56
Vardas6119     Pavarde6119      2.8
Vardas6123     Pavarde6123     3.28
Vardas6125     Pavarde6125     4.56
Vardas6126     Pavarde6126     4.52
Vardas6127     Pavarde6127     4.12
Vardas6134     Pavarde6134      4.6
Vardas6136     Pavarde6136     4.84
Vardas6139     Pavarde6139     2.28
Vardas6141     Pavarde6141     4.52
Vardas6144     Pavarde6144     4.44
