Vardas         Pavarde        Galutinis vid. 
Vardas3855     Pavarde3855     6.96
Vardas3856     Pavarde3856     6.76
Vardas3857     Pavarde3857     6.16
Vardas3858     Pavarde3858      4.2
Vardas3859     Pavarde3859        5
Vardas3860     Pavarde3860      2.8
Vardas3861     Pavarde3861     3.08
Vardas3862     Pavarde3862      6.4
Vardas3863     Pavarde3863     2.76
Vardas3864     Pavarde3864     3.44
Vardas3865     Pavarde3865     8.56
Vardas3866     Pavarde3866     6.28
Vardas3867     Pavarde3867      5.4
Vardas3868     Pavarde3868     6.48
Vardas3869     Pavarde3869     3.44
Vardas3870     Pavarde3870     5.88
Vardas3871     Pavarde3871     7.04
Vardas3872     Pavarde3872     8.36
Vardas3873     Pavarde3873     4.04
Vardas3874     Pavarde3874     7.92
Vardas3875     Pavarde3875      5.6
Vardas3876     Pavarde3876     1.72
Vardas3877     Pavarde3877     6.04
Vardas3878     Pavarde3878     6.44
Vardas3879     Pavarde3879     5.72
Vardas3880     Pavarde3880     4.48
Vardas3881     Pavarde3881     6.96
Vardas3882     Pavarde3882     3.64
Vardas3883     Pavarde3883     6.12
Vardas3884     Pavarde3884     3.64
Vardas3885     Pavarde3885     5.48
Vardas3886     Pavarde3886     4.16
Vardas3887     Pavarde3887      7.8
Vardas3888     Pavarde3888     6.52
Vardas3889     Pavarde3889     5.16
Vardas3890     Pavarde3890     8.52
Vardas3891     Pavarde3891     3.68
Vardas3892     Pavarde3892      7.6
Vardas3893     Pavarde3893     4.36
Vardas3894     Pavarde3894     5.84
Vardas3895     Pavarde3895     8.24
Vardas3896     Pavarde3896     3.44
Vardas3897     Pavarde3897     4.12
Vardas3898     Pavarde3898     6.72
Vardas3899     Pavarde3899     4.28
Vardas3900     Pavarde3900        3
Vardas3901     Pavarde3901     7.92
Vardas3902     Pavarde3902     8.24
Vardas3903     Pavarde3903     3.44
Vardas3904     Pavarde3904     4.56
Vardas3905     Pavarde3905     5.88
Vardas3906     Pavarde3906     7.52
Vardas3907     Pavarde3907     6.28
Vardas3908     Pavarde3908     3.04
Vardas3909     Pavarde3909     3.12
Vardas3910     Pavarde3910     4.52
Vardas3911     Pavarde3911     2.72
Vardas3912     Pavarde3912     8.04
Vardas3913     Pavarde3913     3.44
Vardas3914     Pavarde3914     3.68
Vardas3915     Pavarde3915     7.88
Vardas3916     Pavarde3916     8.24
Vardas3917     Pavarde3917     7.52
Vardas3918     Pavarde3918     7.76
Vardas3919     Pavarde3919     6.08
Vardas3920     Pavarde3920     8.24
Vardas3921     Pavarde3921     7.76
Vardas3922     Pavarde3922      3.6
Vardas3923     Pavarde3923     4.68
Vardas3924     Pavarde3924     6.48
Vardas3925     Pavarde3925     3.28
Vardas3926     Pavarde3926     5.32
Vardas3927     Pavarde3927      3.4
Vardas3928     Pavarde3928        5
Vardas3929     Pavarde3929     7.76
Vardas3930     Pavarde3930      7.2
Vardas3931     Pavarde3931     5.68
Vardas3932     Pavarde3932     3.24
Vardas3933     Pavarde3933     4.44
Vardas3934     Pavarde3934     5.64
Vardas3935     Pavarde3935     6.44
Vardas3936     Pavarde3936     2.12
Vardas3937     Pavarde3937      6.6
Vardas3938     Pavarde3938     8.48
Vardas3939     Pavarde3939     7.36
Vardas3940     Pavarde3940     3.92
Vardas3941     Pavarde3941     6.84
Vardas3942     Pavarde3942      5.8
Vardas3943     Pavarde3943     7.36
Vardas3944     Pavarde3944     5.32
Vardas3945     Pavarde3945     6.76
Vardas3946     Pavarde3946        5
Vardas3947     Pavarde3947      8.8
Vardas3948     Pavarde3948     3.16
Vardas3949     Pavarde3949     5.16
Vardas3950     Pavarde3950      2.6
Vardas3951     Pavarde3951      7.4
Vardas3952     Pavarde3952     4.28
Vardas3953     Pavarde3953     7.68
Vardas3954     Pavarde3954     8.48
Vardas3955     Pavarde3955     5.56
Vardas3956     Pavarde3956     6.84
Vardas3957     Pavarde3957     6.32
Vardas3958     Pavarde3958     6.88
Vardas3959     Pavarde3959     7.76
Vardas3960     Pavarde3960     4.48
Vardas3961     Pavarde3961     6.84
Vardas3962     Pavarde3962     3.52
Vardas3963     Pavarde3963     4.92
Vardas3964     Pavarde3964     6.72
Vardas3965     Pavarde3965     2.52
Vardas3966     Pavarde3966     7.56
Vardas3967     Pavarde3967     5.28
Vardas3968     Pavarde3968     5.92
Vardas3969     Pavarde3969     4.72
Vardas3970     Pavarde3970     6.68
Vardas3971     Pavarde3971     4.84
Vardas3972     Pavarde3972     6.72
Vardas3973     Pavarde3973        5
Vardas3974     Pavarde3974     6.96
Vardas3975     Pavarde3975     5.16
Vardas3976     Pavarde3976     7.04
Vardas3977     Pavarde3977     8.48
Vardas3978     Pavarde3978     3.92
Vardas3979     Pavarde3979     5.84
Vardas3980     Pavarde3980        3
Vardas3981     Pavarde3981     3.88
Vardas3982     Pavarde3982      5.8
Vardas3983     Pavarde3983     3.16
Vardas3984     Pavarde3984     6.48
Vardas3985     Pavarde3985     4.92
Vardas3986     Pavarde3986     3.92
Vardas3987     Pavarde3987     3.44
Vardas3988     Pavarde3988     3.96
Vardas3989     Pavarde3989        8
Vardas3990     Pavarde3990     8.64
Vardas3991     Pavarde3991     5.48
Vardas3992     Pavarde3992      7.2
Vardas3993     Pavarde3993     5.52
Vardas3994     Pavarde3994     5.56
Vardas3995     Pavarde3995     3.48
Vardas3996     Pavarde3996        5
Vardas3997     Pavarde3997        6
Vardas3998     Pavarde3998     8.08
Vardas3999     Pavarde3999     7.52
Vardas4000     Pavarde4000     5.84
Vardas4001     Pavarde4001     7.96
Vardas4002     Pavarde4002     5.48
Vardas4003     Pavarde4003      3.6
Vardas4004     Pavarde4004     5.48
Vardas4005     Pavarde4005     9.52
Vardas4006     Pavarde4006     5.28
Vardas4007     Pavarde4007      5.2
Vardas4008     Pavarde4008     7.52
Vardas4009     Pavarde4009      7.8
Vardas4010     Pavarde4010      4.2
Vardas4011     Pavarde4011     5.12
Vardas4012     Pavarde4012     3.52
Vardas4013     Pavarde4013     6.08
Vardas4014     Pavarde4014     3.24
Vardas4015     Pavarde4015     2.28
Vardas4016     Pavarde4016     6.44
Vardas4017     Pavarde4017     3.48
Vardas4018     Pavarde4018     4.04
Vardas4019     Pavarde4019      3.2
Vardas4020     Pavarde4020     7.72
Vardas4021     Pavarde4021     7.12
Vardas4022     Pavarde4022        4
Vardas4023     Pavarde4023      4.6
Vardas4024     Pavarde4024     7.48
Vardas4025     Pavarde4025     4.04
Vardas4026     Pavarde4026     5.72
Vardas4027     Pavarde4027     6.72
Vardas4028     Pavarde4028      7.4
Vardas4029     Pavarde4029     2.76
Vardas4030     Pavarde4030     6.96
Vardas4031     Pavarde4031     4.28
Vardas4032     Pavarde4032     5.28
Vardas4033     Pavarde4033     6.44
Vardas4034     Pavarde4034     5.44
Vardas4035     Pavarde4035     3.48
Vardas4036     Pavarde4036     4.76
Vardas4037     Pavarde4037      4.6
Vardas4038     Pavarde4038     3.76
Vardas4039     Pavarde4039     3.68
Vardas4040     Pavarde4040     4.64
Vardas4041     Pavarde4041     7.84
Vardas4042     Pavarde4042     5.12
Vardas4043     Pavarde4043     7.76
Vardas4044     Pavarde4044      3.2
Vardas4045     Pavarde4045     3.04
Vardas4046     Pavarde4046     5.44
Vardas4047     Pavarde4047     4.12
Vardas4048     Pavarde4048     4.84
Vardas4049     Pavarde4049      7.4
Vardas4050     Pavarde4050     6.68
Vardas4051     Pavarde4051     3.36
Vardas4052     Pavarde4052        5
Vardas4053     Pavarde4053     3.88
Vardas4054     Pavarde4054      5.8
Vardas4055     Pavarde4055     3.32
Vardas4056     Pavarde4056     4.44
Vardas4057     Pavarde4057     3.68
Vardas4058     Pavarde4058     6.96
Vardas4059     Pavarde4059        6
Vardas4060     Pavarde4060     5.04
Vardas4061     Pavarde4061     6.52
Vardas4062     Pavarde4062        3
Vardas4063     Pavarde4063     3.16
Vardas4064     Pavarde4064     7.64
Vardas4065     Pavarde4065      4.6
Vardas4066     Pavarde4066     8.12
Vardas4067     Pavarde4067     2.44
Vardas4068     Pavarde4068      5.6
Vardas4069     Pavarde4069     7.52
Vardas4070     Pavarde4070     5.96
Vardas4071     Pavarde4071     7.16
Vardas4072     Pavarde4072     2.92
Vardas4073     Pavarde4073        4
Vardas4074     Pavarde4074     6.88
Vardas4075     Pavarde4075      3.6
Vardas4076     Pavarde4076     7.28
Vardas4077     Pavarde4077     5.36
Vardas4078     Pavarde4078     6.72
Vardas4079     Pavarde4079     3.56
Vardas4080     Pavarde4080     8.08
Vardas4081     Pavarde4081     5.84
Vardas4082     Pavarde4082      5.6
Vardas4083     Pavarde4083     4.96
Vardas4084     Pavarde4084     4.28
Vardas4085     Pavarde4085     7.68
Vardas4086     Pavarde4086     6.24
Vardas4087     Pavarde4087     2.52
Vardas4088     Pavarde4088      8.2
Vardas4089     Pavarde4089     3.48
Vardas4090     Pavarde4090     4.52
Vardas4091     Pavarde4091     4.64
Vardas4092     Pavarde4092     3.92
Vardas4093     Pavarde4093      8.8
Vardas4094     Pavarde4094      6.8
Vardas4095     Pavarde4095      5.2
Vardas4096     Pavarde4096        8
Vardas4097     Pavarde4097     5.32
Vardas4098     Pavarde4098     7.96
Vardas4099     Pavarde4099     3.88
Vardas4100     Pavarde4100     6.28
Vardas4101     Pavarde4101     6.84
Vardas4102     Pavarde4102      7.4
Vardas4103     Pavarde4103     5.32
Vardas4104     Pavarde4104      8.2
Vardas4105     Pavarde4105     7.44
Vardas4106     Pavarde4106     4.36
Vardas4107     Pavarde4107     7.28
Vardas4108     Pavarde4108      8.2
Vardas4109     Pavarde4109     9.12
Vardas4110     Pavarde4110     6.44
Vardas4111     Pavarde4111     6.96
Vardas4112     Pavarde4112      5.4
Vardas4113     Pavarde4113     6.32
Vardas4114     Pavarde4114     8.04
Vardas4115     Pavarde4115     3.12
Vardas4116     Pavarde4116     3.88
Vardas4117     Pavarde4117      3.8
Vardas4118     Pavarde4118     6.12
Vardas4119     Pavarde4119     3.08
Vardas4120     Pavarde4120     2.96
Vardas4121     Pavarde4121     3.72
Vardas4122     Pavarde4122     8.08
Vardas4123     Pavarde4123      3.2
Vardas4124     Pavarde4124     3.68
Vardas4125     Pavarde4125     2.84
Vardas4126     Pavarde4126     7.36
Vardas4127     Pavarde4127     2.84
Vardas4128     Pavarde4128     6.16
Vardas4129     Pavarde4129     5.08
Vardas4130     Pavarde4130     9.04
Vardas4131     Pavarde4131     7.48
Vardas4132     Pavarde4132     5.88
Vardas4133     Pavarde4133     6.24
Vardas4134     Pavarde4134     7.84
Vardas4135     Pavarde4135      7.4
Vardas4136     Pavarde4136        5
Vardas4137     Pavarde4137     7.52
Vardas4138     Pavarde4138     7.48
Vardas4139     Pavarde4139     8.64
Vardas4140     Pavarde4140     3.32
Vardas4141     Pavarde4141     3.24
Vardas4142     Pavarde4142     5.68
Vardas4143     Pavarde4143      6.6
Vardas4144     Pavarde4144     2.44
Vardas4145     Pavarde4145     3.28
Vardas4146     Pavarde4146     5.92
Vardas4147     Pavarde4147     6.48
Vardas4148     Pavarde4148     4.36
Vardas4149     Pavarde4149     2.48
Vardas4150     Pavarde4150     2.36
Vardas4151     Pavarde4151     4.84
Vardas4152     Pavarde4152     3.52
Vardas4153     Pavarde4153     7.44
Vardas4154     Pavarde4154     7.76
Vardas4155     Pavarde4155     6.52
Vardas4156     Pavarde4156     4.96
Vardas4157     Pavarde4157     3.12
Vardas4158     Pavarde4158      4.6
Vardas4159     Pavarde4159     2.12
Vardas4160     Pavarde4160     6.88
Vardas4161     Pavarde4161     3.12
Vardas4162     Pavarde4162     6.48
Vardas4163     Pavarde4163     6.64
Vardas4164     Pavarde4164     7.76
Vardas4165     Pavarde4165     2.44
Vardas4166     Pavarde4166     6.68
Vardas4167     Pavarde4167     3.72
Vardas4168     Pavarde4168        6
Vardas4169     Pavarde4169     6.72
Vardas4170     Pavarde4170     6.76
Vardas4171     Pavarde4171      8.8
Vardas4172     Pavarde4172     7.52
Vardas4173     Pavarde4173     7.68
Vardas4174     Pavarde4174      3.6
Vardas4175     Pavarde4175        4
Vardas4176     Pavarde4176      5.6
Vardas4177     Pavarde4177     8.08
Vardas4178     Pavarde4178     6.36
Vardas4179     Pavarde4179     7.36
Vardas4180     Pavarde4180     7.16
Vardas4181     Pavarde4181     2.96
Vardas4182     Pavarde4182     8.24
Vardas4183     Pavarde4183     6.68
Vardas4184     Pavarde4184     8.96
Vardas4185     Pavarde4185     4.12
Vardas4186     Pavarde4186      4.8
Vardas4187     Pavarde4187     7.92
Vardas4188     Pavarde4188     4.32
Vardas4189     Pavarde4189     3.32
Vardas4190     Pavarde4190     7.12
Vardas4191     Pavarde4191      7.2
Vardas4192     Pavarde4192     4.16
Vardas4193     Pavarde4193     5.68
Vardas4194     Pavarde4194     6.24
Vardas4195     Pavarde4195     7.12
Vardas4196     Pavarde4196     4.96
Vardas4197     Pavarde4197     4.08
Vardas4198     Pavarde4198     5.36
Vardas4199     Pavarde4199     5.24
Vardas4200     Pavarde4200     4.96
Vardas4201     Pavarde4201      4.6
Vardas4202     Pavarde4202     6.96
Vardas4203     Pavarde4203     5.96
Vardas4204     Pavarde4204     6.52
Vardas4205     Pavarde4205     5.36
Vardas4206     Pavarde4206     4.44
Vardas4207     Pavarde4207     7.32
Vardas4208     Pavarde4208     7.76
Vardas4209     Pavarde4209     6.32
Vardas4210     Pavarde4210      3.6
Vardas4211     Pavarde4211     3.04
Vardas4212     Pavarde4212     6.32
Vardas4213     Pavarde4213     3.44
Vardas4214     Pavarde4214      2.8
Vardas4215     Pavarde4215     6.44
Vardas4216     Pavarde4216     5.04
Vardas4217     Pavarde4217     5.44
Vardas4218     Pavarde4218     5.32
Vardas4219     Pavarde4219     5.92
Vardas4220     Pavarde4220      6.4
Vardas4221     Pavarde4221     6.52
Vardas4222     Pavarde4222     3.32
Vardas4223     Pavarde4223     5.48
Vardas4224     Pavarde4224     3.72
Vardas4225     Pavarde4225     3.44
Vardas4226     Pavarde4226      3.8
Vardas4227     Pavarde4227     7.32
Vardas4228     Pavarde4228     4.64
Vardas4229     Pavarde4229     6.64
Vardas4230     Pavarde4230     3.56
Vardas4231     Pavarde4231     5.16
Vardas4232     Pavarde4232     5.08
Vardas4233     Pavarde4233     4.56
Vardas4234     Pavarde4234     6.48
Vardas4235     Pavarde4235     6.52
Vardas4236     Pavarde4236     3.96
Vardas4237     Pavarde4237     8.96
Vardas4238     Pavarde4238     2.28
Vardas4239     Pavarde4239     7.64
Vardas4240     Pavarde4240     3.04
Vardas4241     Pavarde4241     6.68
Vardas4242     Pavarde4242     5.32
Vardas4243     Pavarde4243     4.92
Vardas4244     Pavarde4244     3.76
Vardas4245     Pavarde4245     4.68
Vardas4246     Pavarde4246     3.44
Vardas4247     Pavarde4247      6.4
Vardas4248     Pavarde4248     3.92
Vardas4249     Pavarde4249     6.52
Vardas4250     Pavarde4250     5.68
Vardas4251     Pavarde4251     3.28
Vardas4252     Pavarde4252        6
Vardas4253     Pavarde4253     4.84
Vardas4254     Pavarde4254     4.96
Vardas4255     Pavarde4255     7.16
Vardas4256     Pavarde4256     3.32
Vardas4257     Pavarde4257        3
Vardas4258     Pavarde4258     7.96
Vardas4259     Pavarde4259     3.68
Vardas4260     Pavarde4260     5.32
Vardas4261     Pavarde4261      5.8
Vardas4262     Pavarde4262      5.6
Vardas4263     Pavarde4263        3
Vardas4264     Pavarde4264      4.6
Vardas4265     Pavarde4265     1.48
Vardas4266     Pavarde4266      7.6
Vardas4267     Pavarde4267     6.96
Vardas4268     Pavarde4268     7.52
Vardas4269     Pavarde4269     2.28
Vardas4270     Pavarde4270     6.44
Vardas4271     Pavarde4271     5.08
Vardas4272     Pavarde4272     4.08
Vardas4273     Pavarde4273     9.12
Vardas4274     Pavarde4274     3.76
Vardas4275     Pavarde4275     7.56
Vardas4276     Pavarde4276     2.76
Vardas4277     Pavarde4277     4.24
Vardas4278     Pavarde4278     4.36
Vardas4279     Pavarde4279        8
Vardas4280     Pavarde4280     7.16
Vardas4281     Pavarde4281     5.76
Vardas4282     Pavarde4282     6.48
Vardas4283     Pavarde4283     3.24
Vardas4284     Pavarde4284     5.36
Vardas4285     Pavarde4285     5.08
Vardas4286     Pavarde4286     6.36
Vardas4287     Pavarde4287     4.48
Vardas4288     Pavarde4288      5.6
Vardas4289     Pavarde4289     4.92
Vardas4290     Pavarde4290     5.92
Vardas4291     Pavarde4291     7.76
Vardas4292     Pavarde4292     4.84
Vardas4293     Pavarde4293     2.36
Vardas4294     Pavarde4294     7.96
Vardas4295     Pavarde4295      6.6
Vardas4296     Pavarde4296     2.84
Vardas4297     Pavarde4297      3.8
Vardas4298     Pavarde4298      5.6
Vardas4299     Pavarde4299     4.36
Vardas4300     Pavarde4300     2.96
Vardas4301     Pavarde4301     2.84
Vardas4302     Pavarde4302     6.16
Vardas4303     Pavarde4303     7.64
Vardas4304     Pavarde4304     5.88
Vardas4305     Pavarde4305      2.8
Vardas4306     Pavarde4306     7.84
Vardas4307     Pavarde4307     6.36
Vardas4308     Pavarde4308     7.36
Vardas4309     Pavarde4309     7.84
Vardas4310     Pavarde4310     4.04
Vardas4311     Pavarde4311     7.88
Vardas4312     Pavarde4312     6.16
Vardas4313     Pavarde4313     2.76
Vardas4314     Pavarde4314      4.4
Vardas4315     Pavarde4315     8.16
Vardas4316     Pavarde4316     5.88
Vardas4317     Pavarde4317     3.32
Vardas4318     Pavarde4318      4.8
Vardas4319     Pavarde4319     3.68
Vardas4320     Pavarde4320     2.92
Vardas4321     Pavarde4321      4.4
Vardas4322     Pavarde4322     5.32
Vardas4323     Pavarde4323     6.76
Vardas4324     Pavarde4324     8.16
Vardas4325     Pavarde4325      6.6
Vardas4326     Pavarde4326     3.76
Vardas4327     Pavarde4327     7.44
Vardas4328     Pavarde4328      4.4
Vardas4329     Pavarde4329      2.8
Vardas4330     Pavarde4330      9.2
Vardas4331     Pavarde4331     7.64
Vardas4332     Pavarde4332     7.92
